"Date","Nifty","Sensex"
2015-05-12,8126.95,26877.48
2015-05-13,8235.45,27251.1
2015-05-14,8224.2,27206.06
2015-05-15,8262.35,27324
2015-05-18,8373.65,27687.3
2015-05-19,8365.65,27645.53
2015-05-20,8423.25,27837.21
2015-05-21,8421,27809.35
2015-05-22,8458.95,27957.5
2015-05-25,8370.25,27643.88
2015-05-26,8339.35,27531.41
2015-05-27,8334.6,27564.66
2015-05-28,8319,27506.71
2015-05-29,8433.65,27828.44
2015-06-01,8433.4,27848.99
2015-06-02,8236.45,27188.38
2015-06-03,8135.1,26837.2
2015-06-04,8130.65,26813.42
2015-06-05,8114.7,26768.49
2015-06-08,8044.15,26523.09
2015-06-09,8022.4,26481.25
2015-06-10,8124.45,26840.5
2015-06-11,7965.35,26370.98
2015-06-12,7982.9,26425.3
2015-06-15,8013.9,26586.55
2015-06-16,8047.3,26686.51
2015-06-17,8091.55,26832.66
2015-06-18,8174.6,27115.83
2015-06-19,8224.95,27316.17
2015-06-22,8353.1,27730.21
2015-06-23,8381.55,27804.37
2015-06-24,8360.85,27729.67
2015-06-25,8398,27895.97
2015-06-26,8381.1,27811.84
2015-06-29,8318.4,27645.15
2015-06-30,8368.5,27780.83
2015-07-01,8453.05,28020.87
2015-07-02,8444.9,27945.8
2015-07-03,8484.9,28092.79
2015-07-06,8522.15,28208.76
2015-07-07,8510.8,28171.69
2015-07-08,8363.05,27687.72
2015-07-09,8328.55,27573.66
2015-07-10,8360.55,27661.4
2015-07-13,8459.65,27961.19
2015-07-14,8454.1,27932.9
2015-07-15,8523.8,28198.29
2015-07-16,8608.05,28446.12
2015-07-17,8609.85,28463.31
2015-07-20,8603.45,28420.12
2015-07-21,8529.45,28182.14
2015-07-22,8633.5,28504.93
2015-07-23,8589.8,28370.84
2015-07-24,8521.55,28112.31
2015-07-27,8361,27561.38
2015-07-28,8337,27459.23
2015-07-29,8375.05,27563.43
2015-07-30,8421.8,27705.35
2015-07-31,8532.85,28114.56
2015-08-03,8543.05,28187.06
2015-08-04,8516.9,28071.93
2015-08-05,8567.95,28223.08
2015-08-06,8588.65,28298.13
2015-08-07,8564.6,28236.39
2015-08-10,8525.6,28101.72
2015-08-11,8462.35,27866.09
2015-08-12,8349.45,27512.26
2015-08-13,8355.85,27549.53
2015-08-14,8518.55,28067.31
2015-08-17,8477.3,27878.27
2015-08-18,8466.55,27831.54
2015-08-19,8495.15,27931.64
2015-08-20,8372.75,27607.82
2015-08-21,8299.95,27366.07
2015-08-24,7809,25741.56
2015-08-25,7880.7,26032.38
2015-08-26,7791.85,25714.66
2015-08-27,7948.95,26231.19
2015-08-28,8001.95,26392.38
2015-08-31,7971.3,26283.09
2015-09-01,7785.85,25696.44
2015-09-02,7717,25453.56
2015-09-03,7823,25764.78
2015-09-04,7655.05,25201.9
2015-09-07,7558.8,24893.81
2015-09-08,7688.25,25317.87
2015-09-09,7818.6,25719.58
2015-09-10,7788.1,25622.17
2015-09-11,7789.3,25610.21
2015-09-14,7872.25,25856.7
2015-09-15,7829.1,25705.93
2015-09-16,7899.15,25963.97
2015-09-18,7981.9,26218.91
2015-09-21,7977.1,26192.98
2015-09-22,7812,25651.84
2015-09-23,7845.95,25822.99
2015-09-24,7868.5,25863.5
2015-09-28,7795.7,25616.84
2015-09-29,7843.3,25778.66
2015-09-30,7948.9,26154.83
2015-10-01,7950.9,26220.95
2015-10-05,8119.3,26785.55
2015-10-06,8152.9,26932.88
2015-10-07,8177.4,27035.85
2015-10-08,8129.35,26845.81
2015-10-09,8189.7,27079.51
2015-10-12,8143.6,26904.11
2015-10-13,8131.7,26846.53
2015-10-14,8107.9,26779.66
2015-10-15,8179.5,27010.14
2015-10-16,8238.15,27214.6
2015-10-19,8275.05,27364.92
2015-10-20,8261.65,27306.83
2015-10-21,8251.7,27287.66
2015-10-23,8295.45,27470.81
2015-10-26,8260.55,27361.96
2015-10-27,8232.9,27253.44
2015-10-28,8171.2,27039.76
2015-10-29,8111.75,26838.14
2015-10-30,8065.8,26656.83
2015-11-02,8050.8,26559.15
2015-11-03,8060.7,26590.59
2015-11-04,8040.2,26552.92
2015-11-05,7955.45,26304.2
2015-11-06,7954.3,26265.24
2015-11-09,7915.2,26121.4
2015-11-10,7783.35,25743.26
2015-11-11,7825,25866.95
2015-11-13,7762.25,25610.53
2015-11-16,7806.6,25760.1
2015-11-17,7837.55,25864.47
2015-11-18,7731.8,25482.52
2015-11-19,7842.75,25841.92
2015-11-20,7856.55,25868.49
2015-11-23,7849.25,25819.34
2015-11-24,7831.6,25775.74
